Type,Size,Density,Iterations,Seed,STD,Time
sparse,40,0.3,100,17,1.25E-14,0
dense,40,0.3,100,18,1.27E-14,0
sparse,40,0.3,100,18,1.27E-14,1
dense,40,0.3,100,19,1.10E-14,1
sparse,40,0.3,100,19,1.10E-14,1
dense,80,0.3,100,0,1.99E-14,2
sparse,80,0.3,100,0,1.99E-14,0
dense,80,0.3,100,1,2.30E-14,3
sparse,80,0.3,100,1,2.30E-14,1
dense,80,0.3,100,2,2.36E-14,3
sparse,80,0.3,100,2,2.36E-14,1
dense,80,0.3,100,3,1.94E-14,2
sparse,80,0.3,100,3,1.94E-14,1
dense,80,0.3,100,4,1.71E-14,2
sparse,80,0.3,100,4,1.71E-14,1
dense,80,0.3,100,5,2.57E-14,2
sparse,80,0.3,100,5,2.57E-14,1
dense,80,0.3,100,6,2.21E-14,1
sparse,80,0.3,100,6,2.21E-14,1
dense,80,0.3,100,7,2.40E-14,2
sparse,80,0.3,100,7,2.40E-14,1
dense,80,0.3,100,8,1.97E-14,2
sparse,80,0.3,100,8,1.97E-14,1
dense,80,0.3,100,9,2.70E-14,2
sparse,80,0.3,100,9,2.70E-14,1
dense,80,0.3,100,10,1.74E-14,2
sparse,80,0.3,100,10,1.74E-14,1
dense,80,0.3,100,11,2.63E-14,2
sparse,80,0.3,100,11,2.63E-14,1
dense,80,0.3,100,12,2.66E-14,2
sparse,80,0.3,100,12,2.66E-14,1
dense,80,0.3,100,13,1.72E-14,2
sparse,80,0.3,100,13,1.72E-14,1
dense,80,0.3,100,14,2.28E-14,3
sparse,80,0.3,100,14,2.28E-14,3
dense,80,0.3,100,15,2.37E-14,2
sparse,80,0.3,100,15,2.37E-14,3
dense,80,0.3,100,16,2.23E-14,2
sparse,80,0.3,100,16,2.23E-14,1
dense,80,0.3,100,17,2.77E-14,2
sparse,80,0.3,100,17,2.77E-14,1
dense,80,0.3,100,18,2.98E-14,3
sparse,80,0.3,100,18,2.98E-14,1
dense,80,0.3,100,19,1.97E-14,2
sparse,80,0.3,100,19,1.97E-14,1
dense,10,0.4,100,0,5.50E-15,0
sparse,10,0.4,100,0,5.50E-15,1
dense,10,0.4,100,1,1.28E-14,0
sparse,10,0.4,100,1,1.28E-14,0
dense,10,0.4,100,2,1.72E-14,0
sparse,10,0.4,100,2,1.72E-14,0
dense,10,0.4,100,3,5.47E-15,0
sparse,10,0.4,100,3,5.47E-15,0
dense,10,0.4,100,4,9.89E-15,0
sparse,10,0.4,100,4,9.89E-15,0
dense,10,0.4,100,5,9.38E-15,0
sparse,10,0.4,100,5,9.38E-15,0
dense,10,0.4,100,6,7.62E-15,0
sparse,10,0.4,100,6,7.62E-15,0
dense,10,0.4,100,7,6.38E-15,0
sparse,10,0.4,100,7,6.38E-15,0
dense,10,0.4,100,8,9.46E-15,0
sparse,10,0.4,100,8,9.46E-15,0
dense,10,0.4,100,9,3.81E-15,0
sparse,10,0.4,100,9,3.81E-15,0
dense,10,0.4,100,10,4.09E-15,0
sparse,10,0.4,100,10,4.09E-15,0
dense,10,0.4,100,11,6.83E-15,0
sparse,10,0.4,100,11,6.83E-15,0
dense,10,0.4,100,12,4.94E-15,0
sparse,10,0.4,100,12,4.94E-15,0
dense,10,0.4,100,13,9.97E-15,0
sparse,10,0.4,100,13,9.97E-15,0
dense,10,0.4,100,14,1.62E-14,0
sparse,10,0.4,100,14,1.62E-14,0
dense,10,0.4,100,15,7.50E-15,0
sparse,10,0.4,100,15,7.50E-15,0
dense,10,0.4,100,16,1.26E-14,0
sparse,10,0.4,100,16,1.26E-14,0
dense,10,0.4,100,17,8.11E-15,0
sparse,10,0.4,100,17,8.11E-15,0
dense,10,0.4,100,18,1.16E-14,0
sparse,10,0.4,100,18,1.16E-14,1
dense,10,0.4,100,19,3.60E-15,0
sparse,10,0.4,100,19,3.60E-15,0
dense,20,0.4,100,0,8.55E-15,0
sparse,20,0.4,100,0,8.55E-15,0
dense,20,0.4,100,1,7.29E-15,0
sparse,20,0.4,100,1,7.29E-15,0
dense,20,0.4,100,2,1.68E-14,1
sparse,20,0.4,100,2,1.68E-14,1
dense,20,0.4,100,3,1.00E-14,0
sparse,20,0.4,100,3,1.00E-14,0
dense,20,0.4,100,4,1.39E-14,0
sparse,20,0.4,100,4,1.39E-14,0
dense,20,0.4,100,5,1.89E-14,1
sparse,20,0.4,100,5,1.89E-14,1
dense,20,0.4,100,6,1.02E-14,1
sparse,20,0.4,100,6,1.02E-14,0
dense,20,0.4,100,7,1.43E-14,0
sparse,20,0.4,100,7,1.43E-14,0
dense,20,0.4,100,8,1.20E-14,0
sparse,20,0.4,100,8,1.20E-14,0
dense,20,0.4,100,9,1.09E-14,0
sparse,20,0.4,100,9,1.09E-14,0
dense,20,0.4,100,10,1.10E-14,0
sparse,20,0.4,100,10,1.10E-14,0
dense,20,0.4,100,11,1.38E-14,0
sparse,20,0.4,100,11,1.38E-14,0
dense,20,0.4,100,12,1.30E-14,0
sparse,20,0.4,100,12,1.30E-14,0
dense,20,0.4,100,13,1.18E-14,1
sparse,20,0.4,100,13,1.18E-14,0
dense,20,0.4,100,14,1.36E-14,0
sparse,20,0.4,100,14,1.36E-14,0
dense,20,0.4,100,15,1.20E-14,0
sparse,20,0.4,100,15,1.20E-14,0
dense,20,0.4,100,16,1.15E-14,0
sparse,20,0.4,100,16,1.15E-14,0
dense,20,0.4,100,17,1.52E-14,0
sparse,20,0.4,100,17,1.52E-14,0
dense,20,0.4,100,18,1.35E-14,0
sparse,20,0.4,100,18,1.35E-14,0
dense,20,0.4,100,19,1.02E-14,0
sparse,20,0.4,100,19,1.02E-14,0
dense,40,0.4,100,0,1.83E-14,1
sparse,40,0.4,100,0,1.83E-14,1
dense,40,0.4,100,1,1.45E-14,1
sparse,40,0.4,100,1,1.45E-14,0
dense,40,0.4,100,2,2.33E-14,1
sparse,40,0.4,100,2,2.33E-14,0
dense,40,0.4,100,3,1.61E-14,1
sparse,40,0.4,100,3,1.61E-14,1
dense,40,0.4,100,4,1.76E-14,1
sparse,40,0.4,100,4,1.76E-14,1
dense,40,0.4,100,5,2.26E-14,1
sparse,40,0.4,100,5,2.26E-14,0
dense,40,0.4,100,6,1.90E-14,0
sparse,40,0.4,100,6,1.90E-14,1
dense,40,0.4,100,7,1.67E-14,1
sparse,40,0.4,100,7,1.67E-14,0
dense,40,0.4,100,8,1.69E-14,1
sparse,40,0.4,100,8,1.69E-14,0
dense,40,0.4,100,9,1.79E-14,0
sparse,40,0.4,100,9,1.79E-14,0
dense,40,0.4,100,10,1.57E-14,1
sparse,40,0.4,100,10,1.57E-14,1
dense,40,0.4,100,11,1.85E-14,0
sparse,40,0.4,100,11,1.85E-14,0
dense,40,0.4,100,12,1.63E-14,4
sparse,40,0.4,100,12,1.63E-14,1
dense,40,0.4,100,13,1.69E-14,1
sparse,40,0.4,100,13,1.69E-14,1
dense,40,0.4,100,14,1.86E-14,1
sparse,40,0.4,100,14,1.86E-14,1
dense,40,0.4,100,15,1.67E-14,0
sparse,40,0.4,100,15,1.67E-14,1
dense,40,0.4,100,16,1.87E-14,1
sparse,40,0.4,100,16,1.87E-14,0
dense,40,0.4,100,17,1.83E-14,0
sparse,40,0.4,100,17,1.83E-14,0
dense,40,0.4,100,18,1.51E-14,0
sparse,40,0.4,100,18,1.51E-14,1
dense,40,0.4,100,19,1.64E-14,1
sparse,40,0.4,100,19,1.64E-14,1
dense,80,0.4,100,0,1.86E-14,1
sparse,80,0.4,100,0,1.86E-14,2
dense,80,0.4,100,1,2.03E-14,2
sparse,80,0.4,100,1,2.03E-14,2
dense,80,0.4,100,2,2.34E-14,2
sparse,80,0.4,100,2,2.34E-14,1
dense,80,0.4,100,3,2.33E-14,3
sparse,80,0.4,100,3,2.33E-14,1
dense,80,0.4,100,4,2.40E-14,2
sparse,80,0.4,100,4,2.40E-14,2
dense,80,0.4,100,5,2.25E-14,1
sparse,80,0.4,100,5,2.25E-14,1
dense,80,0.4,100,6,2.43E-14,2
sparse,80,0.4,100,6,2.43E-14,1
dense,80,0.4,100,7,2.68E-14,2
sparse,80,0.4,100,7,2.68E-14,2
dense,80,0.4,100,8,1.91E-14,3
sparse,80,0.4,100,8,1.91E-14,1
dense,80,0.4,100,9,2.17E-14,2
sparse,80,0.4,100,9,2.17E-14,1
dense,80,0.4,100,10,2.41E-14,3
sparse,80,0.4,100,10,2.41E-14,2
dense,80,0.4,100,11,1.91E-14,3
sparse,80,0.4,100,11,1.91E-14,2
dense,80,0.4,100,12,2.39E-14,3
sparse,80,0.4,100,12,2.39E-14,1
dense,80,0.4,100,13,2.13E-14,2
sparse,80,0.4,100,13,2.13E-14,2
dense,80,0.4,100,14,2.67E-14,3
sparse,80,0.4,100,14,2.67E-14,2
dense,80,0.4,100,15,2.34E-14,3
sparse,80,0.4,100,15,2.34E-14,2
dense,80,0.4,100,16,2.33E-14,1
sparse,80,0.4,100,16,2.33E-14,2
dense,80,0.4,100,17,3.09E-14,2
sparse,80,0.4,100,17,3.09E-14,1
dense,80,0.4,100,18,2.46E-14,2
sparse,80,0.4,100,18,2.46E-14,2
dense,80,0.4,100,19,2.29E-14,2
sparse,80,0.4,100,19,2.29E-14,1
dense,10,0.5,100,0,8.39E-15,0
sparse,10,0.5,100,0,8.39E-15,0
dense,10,0.5,100,1,9.18E-15,0
sparse,10,0.5,100,1,9.18E-15,0
dense,10,0.5,100,2,1.48E-14,0
sparse,10,0.5,100,2,1.48E-14,0
dense,10,0.5,100,3,6.68E-15,0
sparse,10,0.5,100,3,6.68E-15,0
dense,10,0.5,100,4,1.26E-14,0
sparse,10,0.5,100,4,1.26E-14,0
dense,10,0.5,100,5,1.32E-14,0
sparse,10,0.5,100,5,1.32E-14,0
dense,10,0.5,100,6,7.00E-15,0
sparse,10,0.5,100,6,7.00E-15,0
dense,10,0.5,100,7,4.63E-15,0
sparse,10,0.5,100,7,4.63E-15,0
dense,10,0.5,100,8,6.85E-15,1
sparse,10,0.5,100,8,6.85E-15,0
dense,10,0.5,100,9,6.46E-15,0
sparse,10,0.5,100,9,6.46E-15,0
dense,10,0.5,100,10,7.53E-15,0
sparse,10,0.5,100,10,7.53E-15,0
dense,10,0.5,100,11,6.58E-15,0
sparse,10,0.5,100,11,6.58E-15,1
dense,10,0.5,100,12,7.59E-15,0
sparse,10,0.5,100,12,7.59E-15,0
dense,10,0.5,100,13,1.34E-14,0
sparse,10,0.5,100,13,1.34E-14,0
dense,10,0.5,100,14,7.33E-15,0
sparse,10,0.5,100,14,7.33E-15,0
dense,10,0.5,100,15,1.02E-14,0
sparse,10,0.5,100,15,1.02E-14,0
dense,10,0.5,100,16,1.11E-14,0
sparse,10,0.5,100,16,1.11E-14,0
dense,10,0.5,100,17,1.36E-14,0
sparse,10,0.5,100,17,1.36E-14,0
dense,10,0.5,100,18,1.37E-14,0
sparse,10,0.5,100,18,1.37E-14,0
dense,10,0.5,100,19,4.81E-15,0
sparse,10,0.5,100,19,4.81E-15,0
dense,20,0.5,100,0,1.47E-14,0
sparse,20,0.5,100,0,1.47E-14,0
dense,20,0.5,100,1,1.10E-14,0
sparse,20,0.5,100,1,1.10E-14,0
dense,20,0.5,100,2,1.47E-14,1
sparse,20,0.5,100,2,1.47E-14,0
dense,20,0.5,100,3,2.04E-14,0
sparse,20,0.5,100,3,2.04E-14,0
dense,20,0.5,100,4,1.24E-14,0
sparse,20,0.5,100,4,1.24E-14,0
dense,20,0.5,100,5,1.87E-14,0
sparse,20,0.5,100,5,1.87E-14,0
dense,20,0.5,100,6,1.41E-14,0
sparse,20,0.5,100,6,1.41E-14,0
dense,20,0.5,100,7,1.32E-14,0
sparse,20,0.5,100,7,1.32E-14,0
dense,20,0.5,100,8,8.06E-15,0
sparse,20,0.5,100,8,8.06E-15,0
dense,20,0.5,100,9,1.04E-14,1
sparse,20,0.5,100,9,1.04E-14,0
dense,20,0.5,100,10,7.73E-15,0
sparse,20,0.5,100,10,7.73E-15,0
dense,20,0.5,100,11,9.73E-15,0
sparse,20,0.5,100,11,9.73E-15,0
dense,20,0.5,100,12,1.22E-14,1
sparse,20,0.5,100,12,1.22E-14,0
dense,20,0.5,100,13,1.62E-14,0
sparse,20,0.5,100,13,1.62E-14,0
dense,20,0.5,100,14,1.15E-14,1
sparse,20,0.5,100,14,1.15E-14,0
dense,20,0.5,100,15,1.50E-14,0
sparse,20,0.5,100,15,1.50E-14,0
dense,20,0.5,100,16,1.51E-14,1
sparse,20,0.5,100,16,1.51E-14,0
dense,20,0.5,100,17,1.22E-14,0
sparse,20,0.5,100,17,1.22E-14,0
dense,20,0.5,100,18,1.34E-14,0
sparse,20,0.5,100,18,1.34E-14,0
dense,20,0.5,100,19,1.13E-14,0
sparse,20,0.5,100,19,1.13E-14,0
dense,40,0.5,100,0,2.10E-14,1
sparse,40,0.5,100,0,2.10E-14,0
dense,40,0.5,100,1,1.85E-14,0
sparse,40,0.5,100,1,1.85E-14,0
dense,40,0.5,100,2,2.54E-14,1
sparse,40,0.5,100,2,2.54E-14,0
dense,40,0.5,100,3,1.54E-14,0
sparse,40,0.5,100,3,1.54E-14,0
dense,40,0.5,100,4,1.60E-14,0
sparse,40,0.5,100,4,1.60E-14,1
dense,40,0.5,100,5,1.52E-14,0
sparse,40,0.5,100,5,1.52E-14,0
dense,40,0.5,100,6,1.50E-14,1
sparse,40,0.5,100,6,1.50E-14,1
dense,40,0.5,100,7,1.66E-14,0
sparse,40,0.5,100,7,1.66E-14,1
dense,40,0.5,100,8,1.99E-14,1
sparse,40,0.5,100,8,1.99E-14,1
dense,40,0.5,100,9,1.63E-14,1
sparse,40,0.5,100,9,1.63E-14,1
dense,40,0.5,100,10,1.79E-14,1
sparse,40,0.5,100,10,1.79E-14,0
dense,40,0.5,100,11,2.06E-14,1
sparse,40,0.5,100,11,2.06E-14,0
dense,40,0.5,100,12,2.15E-14,0
sparse,40,0.5,100,12,2.15E-14,0
dense,40,0.5,100,13,1.82E-14,0
sparse,40,0.5,100,13,1.82E-14,0
dense,40,0.5,100,14,1.57E-14,1
sparse,40,0.5,100,14,1.57E-14,1
dense,40,0.5,100,15,1.48E-14,0
sparse,40,0.5,100,15,1.48E-14,0
dense,40,0.5,100,16,2.12E-14,1
sparse,40,0.5,100,16,2.12E-14,1
dense,40,0.5,100,17,2.03E-14,0
sparse,40,0.5,100,17,2.03E-14,1
dense,40,0.5,100,18,1.91E-14,1
sparse,40,0.5,100,18,1.91E-14,1
dense,40,0.5,100,19,1.73E-14,0
sparse,40,0.5,100,19,1.73E-14,0
dense,80,0.5,100,0,2.70E-14,2
sparse,80,0.5,100,0,2.70E-14,1
dense,80,0.5,100,1,2.24E-14,2
sparse,80,0.5,100,1,2.24E-14,1
dense,80,0.5,100,2,2.67E-14,2
sparse,80,0.5,100,2,2.67E-14,2
dense,80,0.5,100,3,2.23E-14,2
sparse,80,0.5,100,3,2.23E-14,1
dense,80,0.5,100,4,2.06E-14,2
sparse,80,0.5,100,4,2.06E-14,1
dense,80,0.5,100,5,2.84E-14,2
sparse,80,0.5,100,5,2.84E-14,1
dense,80,0.5,100,6,2.46E-14,2
sparse,80,0.5,100,6,2.46E-14,1
dense,80,0.5,100,7,2.76E-14,2
sparse,80,0.5,100,7,2.76E-14,1
dense,80,0.5,100,8,2.05E-14,2
sparse,80,0.5,100,8,2.05E-14,2
dense,80,0.5,100,9,2.39E-14,2
sparse,80,0.5,100,9,2.39E-14,1
dense,80,0.5,100,10,2.57E-14,2
sparse,80,0.5,100,10,2.57E-14,7
dense,80,0.5,100,11,2.08E-14,3
sparse,80,0.5,100,11,2.08E-14,2
dense,80,0.5,100,12,2.39E-14,2
sparse,80,0.5,100,12,2.39E-14,1
dense,80,0.5,100,13,2.44E-14,2
sparse,80,0.5,100,13,2.44E-14,2
dense,80,0.5,100,14,2.56E-14,2
sparse,80,0.5,100,14,2.56E-14,2
dense,80,0.5,100,15,2.42E-14,2
sparse,80,0.5,100,15,2.42E-14,2
dense,80,0.5,100,16,2.53E-14,3
sparse,80,0.5,100,16,2.53E-14,1
dense,80,0.5,100,17,3.23E-14,2
sparse,80,0.5,100,17,3.23E-14,2
dense,80,0.5,100,18,2.80E-14,2
sparse,80,0.5,100,18,2.80E-14,2
dense,80,0.5,100,19,2.47E-14,2
sparse,80,0.5,100,19,2.47E-14,3
dense,10,0.6,100,0,6.96E-15,0
sparse,10,0.6,100,0,6.96E-15,0
dense,10,0.6,100,1,1.73E-14,0
sparse,10,0.6,100,1,1.73E-14,0
dense,10,0.6,100,2,1.17E-14,0
sparse,10,0.6,100,2,1.17E-14,0
dense,10,0.6,100,3,1.02E-14,0
sparse,10,0.6,100,3,1.02E-14,0
dense,10,0.6,100,4,1.01E-14,0
sparse,10,0.6,100,4,1.01E-14,0
dense,10,0.6,100,5,9.68E-15,0
sparse,10,0.6,100,5,9.68E-15,1
dense,10,0.6,100,6,7.33E-15,0
sparse,10,0.6,100,6,7.33E-15,0
dense,10,0.6,100,7,1.35E-14,0
sparse,10,0.6,100,7,1.35E-14,0
dense,10,0.6,100,8,1.47E-14,0
sparse,10,0.6,100,8,1.47E-14,1
dense,10,0.6,100,9,5.01E-15,1
sparse,10,0.6,100,9,5.01E-15,0
dense,10,0.6,100,10,6.68E-15,0
sparse,10,0.6,100,10,6.68E-15,0
dense,10,0.6,100,11,1.57E-14,0
sparse,10,0.6,100,11,1.57E-14,0
dense,10,0.6,100,12,8.20E-15,0
sparse,10,0.6,100,12,8.20E-15,1
dense,10,0.6,100,13,1.29E-14,0
sparse,10,0.6,100,13,1.29E-14,0
dense,10,0.6,100,14,1.06E-14,0
sparse,10,0.6,100,14,1.06E-14,0
dense,10,0.6,100,15,8.85E-15,0
sparse,10,0.6,100,15,8.85E-15,0
dense,10,0.6,100,16,1.00E-14,0
sparse,10,0.6,100,16,1.00E-14,0
dense,10,0.6,100,17,1.67E-14,0
sparse,10,0.6,100,17,1.67E-14,0
dense,10,0.6,100,18,7.87E-15,0
sparse,10,0.6,100,18,7.87E-15,0
dense,10,0.6,100,19,4.85E-15,0
sparse,10,0.6,100,19,4.85E-15,0
dense,20,0.6,100,0,1.11E-14,0
sparse,20,0.6,100,0,1.11E-14,0
dense,20,0.6,100,1,2.06E-14,0
sparse,20,0.6,100,1,2.06E-14,0
dense,20,0.6,100,2,1.51E-14,0
sparse,20,0.6,100,2,1.51E-14,0
dense,20,0.6,100,3,1.69E-14,1
sparse,20,0.6,100,3,1.69E-14,1
dense,20,0.6,100,4,1.29E-14,0
sparse,20,0.6,100,4,1.29E-14,0
dense,20,0.6,100,5,2.75E-14,1
sparse,20,0.6,100,5,2.75E-14,0
dense,20,0.6,100,6,1.26E-14,0
sparse,20,0.6,100,6,1.26E-14,1
dense,20,0.6,100,7,1.86E-14,0
sparse,20,0.6,100,7,1.86E-14,1
dense,20,0.6,100,8,1.18E-14,0
sparse,20,0.6,100,8,1.18E-14,1
dense,20,0.6,100,9,1.90E-14,0
sparse,20,0.6,100,9,1.90E-14,0
dense,20,0.6,100,10,9.47E-15,0
sparse,20,0.6,100,10,9.47E-15,0
dense,20,0.6,100,11,1.54E-14,0
sparse,20,0.6,100,11,1.54E-14,0
dense,20,0.6,100,12,1.61E-14,0
sparse,20,0.6,100,12,1.61E-14,0
dense,20,0.6,100,13,1.66E-14,0
sparse,20,0.6,100,13,1.66E-14,0
dense,20,0.6,100,14,1.05E-14,0
sparse,20,0.6,100,14,1.05E-14,0
dense,20,0.6,100,15,1.33E-14,0
sparse,20,0.6,100,15,1.33E-14,1
dense,20,0.6,100,16,1.80E-14,0
sparse,20,0.6,100,16,1.80E-14,1
dense,20,0.6,100,17,1.13E-14,0
sparse,20,0.6,100,17,1.13E-14,0
dense,20,0.6,100,18,1.23E-14,0
sparse,20,0.6,100,18,1.23E-14,0
dense,20,0.6,100,19,1.21E-14,0
sparse,20,0.6,100,19,1.21E-14,1
dense,40,0.6,100,0,2.00E-14,0
sparse,40,0.6,100,0,2.00E-14,0
dense,40,0.6,100,1,1.55E-14,1
sparse,40,0.6,100,1,1.55E-14,0
dense,40,0.6,100,2,3.00E-14,1
sparse,40,0.6,100,2,3.00E-14,0
dense,40,0.6,100,3,2.00E-14,0
sparse,40,0.6,100,3,2.00E-14,1
dense,40,0.6,100,4,2.02E-14,0
sparse,40,0.6,100,4,2.02E-14,1
dense,40,0.6,100,5,2.13E-14,1
sparse,40,0.6,100,5,2.13E-14,0
dense,40,0.6,100,6,1.97E-14,1
sparse,40,0.6,100,6,1.97E-14,0
dense,40,0.6,100,7,1.59E-14,1
sparse,40,0.6,100,7,1.59E-14,1
dense,40,0.6,100,8,2.02E-14,0
sparse,40,0.6,100,8,2.02E-14,0
dense,40,0.6,100,9,2.30E-14,0
sparse,40,0.6,100,9,2.30E-14,1
dense,40,0.6,100,10,1.74E-14,1
sparse,40,0.6,100,10,1.74E-14,1
dense,40,0.6,100,11,1.95E-14,1
sparse,40,0.6,100,11,1.95E-14,1
dense,40,0.6,100,12,2.90E-14,1
sparse,40,0.6,100,12,2.90E-14,2
dense,40,0.6,100,13,2.02E-14,2
sparse,40,0.6,100,13,2.02E-14,2
dense,40,0.6,100,14,2.62E-14,0
sparse,40,0.6,100,14,2.62E-14,0
dense,40,0.6,100,15,1.99E-14,1
sparse,40,0.6,100,15,1.99E-14,0
dense,40,0.6,100,16,2.63E-14,0
sparse,40,0.6,100,16,2.63E-14,1
dense,40,0.6,100,17,2.38E-14,2
sparse,40,0.6,100,17,2.38E-14,0
dense,40,0.6,100,18,3.30E-14,0
sparse,40,0.6,100,18,3.30E-14,0
dense,40,0.6,100,19,2.54E-14,1
sparse,40,0.6,100,19,2.54E-14,0
dense,80,0.6,100,0,3.11E-14,2
sparse,80,0.6,100,0,3.11E-14,3
dense,80,0.6,100,1,2.83E-14,4
sparse,80,0.6,100,1,2.83E-14,2
dense,80,0.6,100,2,3.23E-14,3
sparse,80,0.6,100,2,3.23E-14,1
dense,80,0.6,100,3,3.31E-14,2
sparse,80,0.6,100,3,3.31E-14,2
dense,80,0.6,100,4,2.67E-14,2
sparse,80,0.6,100,4,2.67E-14,8
dense,80,0.6,100,5,3.64E-14,2
sparse,80,0.6,100,5,3.64E-14,2
dense,80,0.6,100,6,3.36E-14,3
sparse,80,0.6,100,6,3.36E-14,2
dense,80,0.6,100,7,2.71E-14,2
sparse,80,0.6,100,7,2.71E-14,2
dense,80,0.6,100,8,2.62E-14,2
sparse,80,0.6,100,8,2.62E-14,1
dense,80,0.6,100,9,3.22E-14,3
sparse,80,0.6,100,9,3.22E-14,2
dense,80,0.6,100,10,3.50E-14,4
sparse,80,0.6,100,10,3.50E-14,3
dense,80,0.6,100,11,2.92E-14,2
sparse,80,0.6,100,11,2.92E-14,2
dense,80,0.6,100,12,3.11E-14,3
sparse,80,0.6,100,12,3.11E-14,2
dense,80,0.6,100,13,3.47E-14,4
sparse,80,0.6,100,13,3.47E-14,2
dense,80,0.6,100,14,3.61E-14,2
sparse,80,0.6,100,14,3.61E-14,2
dense,80,0.6,100,15,2.67E-14,2
sparse,80,0.6,100,15,2.67E-14,2
dense,80,0.6,100,16,3.96E-14,2
sparse,80,0.6,100,16,3.96E-14,1
dense,80,0.6,100,17,3.63E-14,2
sparse,80,0.6,100,17,3.63E-14,2
dense,80,0.6,100,18,3.11E-14,2
sparse,80,0.6,100,18,3.11E-14,2
dense,80,0.6,100,19,3.44E-14,2
sparse,80,0.6,100,19,3.44E-14,2
dense,10,0.7,100,0,6.58E-15,0
sparse,10,0.7,100,0,6.58E-15,0
dense,10,0.7,100,1,1.45E-14,0
sparse,10,0.7,100,1,1.45E-14,0
dense,10,0.7,100,2,2.13E-14,0
sparse,10,0.7,100,2,2.13E-14,0
dense,10,0.7,100,3,9.31E-15,0
sparse,10,0.7,100,3,9.31E-15,0
dense,10,0.7,100,4,1.45E-14,0
sparse,10,0.7,100,4,1.45E-14,0
dense,10,0.7,100,5,1.95E-14,1
sparse,10,0.7,100,5,1.95E-14,0
dense,10,0.7,100,6,5.92E-15,1
sparse,10,0.7,100,6,5.92E-15,0
dense,10,0.7,100,7,1.04E-14,0
sparse,10,0.7,100,7,1.04E-14,0
dense,10,0.7,100,8,1.19E-14,0
sparse,10,0.7,100,8,1.19E-14,0
dense,10,0.7,100,9,1.04E-14,0
sparse,10,0.7,100,9,1.04E-14,0
dense,10,0.7,100,10,7.80E-15,0
sparse,10,0.7,100,10,7.80E-15,0
dense,10,0.7,100,11,1.16E-14,0
sparse,10,0.7,100,11,1.16E-14,0
dense,10,0.7,100,12,1.04E-14,0
sparse,10,0.7,100,12,1.04E-14,0
dense,10,0.7,100,13,1.53E-14,0
sparse,10,0.7,100,13,1.53E-14,0
dense,10,0.7,100,14,7.98E-15,0
sparse,10,0.7,100,14,7.98E-15,0
dense,10,0.7,100,15,1.15E-14,0
sparse,10,0.7,100,15,1.15E-14,0
dense,10,0.7,100,16,1.96E-14,0
sparse,10,0.7,100,16,1.96E-14,0
dense,10,0.7,100,17,1.74E-14,0
sparse,10,0.7,100,17,1.74E-14,0
dense,10,0.7,100,18,1.56E-14,0
sparse,10,0.7,100,18,1.56E-14,0
dense,10,0.7,100,19,7.72E-15,0
sparse,10,0.7,100,19,7.72E-15,0
dense,20,0.7,100,0,1.59E-14,0
sparse,20,0.7,100,0,1.59E-14,0
dense,20,0.7,100,1,1.20E-14,0
sparse,20,0.7,100,1,1.20E-14,1
dense,20,0.7,100,2,2.05E-14,0
sparse,20,0.7,100,2,2.05E-14,1
dense,20,0.7,100,3,1.61E-14,0
sparse,20,0.7,100,3,1.61E-14,0
dense,20,0.7,100,4,1.84E-14,0
sparse,20,0.7,100,4,1.84E-14,0
dense,20,0.7,100,5,2.59E-14,0
sparse,20,0.7,100,5,2.59E-14,0
